Point No,2008/04/02 20:00:00,2008/04/05 09:00:00,2008/04/10 20:55:20,2008/04/12 14:55:10,2008/04/15 23:55:10,2008/04/19 13:55:00,2008/04/22 23:55:20,2008/04/23 23:55:10,2008/04/24 19:30:10,2008/04/26 09:00:00,2008/04/26 23:00:11,2008/04/27 10:00:10,2008/04/27 23:30:10,2008/04/28 23:00:11,2008/04/29 23:00:11,2008/04/30 23:00:11,2008/05/01 23:30:11,2008/05/02 23:00:11,2008/05/03 23:01:11,2008/05/05 13:00:11,2008/05/06 13:00:11,2008/05/07 13:00:10,2008/05/08 09:00:11,2008/05/09 13:00:11,2008/05/10 09:00:11,2008/05/11 13:00:11,2008/05/12 23:00:10,2008/05/13 23:00:10,2008/05/16 08:00:59,2008/05/17 13:00:11,2008/05/18 09:00:11,2008/05/19 19:00:11,2008/05/20 09:00:11,2008/05/23 13:00:11,2008/05/24 09:00:11,2008/05/25 13:00:11,2008/05/26 23:00:11,2008/05/27 21:00:11,2008/05/28 21:00:11,2008/05/29 21:00:11,2008/05/30 23:00:11,2008/05/31 21:00:11,2008/06/01 23:00:11,2008/06/04 07:00:10,2008/06/05 07:00:10,2008/06/07 23:00:11,2008/06/08 23:00:11,2008/06/10 04:00:10,2008/06/12 04:00:22,2008/06/14 18:11:00,2008/06/15 18:11:11,2008/06/17 00:11:00,2008/06/18 00:11:11,2008/06/19 00:11:11,2008/06/20 00:11:11,2008/06/22 00:11:00,2008/06/23 00:11:11,2008/06/25 02:11:11,2008/06/26 02:11:00,2008/06/27 00:11:11,2008/06/28 00:11:00,2008/06/29 00:11:11,2008/06/30 00:11:11,2008/07/01 00:11:00,2008/07/05 09:11:00,2008/07/08 00:11:00,2008/07/08 00:11:00,2008/07/08 00:12:00,2008/07/08 00:12:00,2008/07/11 09:11:00,2008/07/11 09:22:00,2008/07/11 09:22:00,2008/07/15 00:11:00,2008/07/15 00:11:00,2008/07/19 00:11:00,2008/07/19 00:12:00,2008/07/21 00:11:00,2008/07/21 00:11:00,2008/07/21 00:12:00,2008/07/24 00:11:00,2008/07/24 00:11:00,2008/07/26 00:11:00,2008/07/26 00:11:00,2008/07/29 00:11:00,2008/08/02 00:11:00
LUO09-SB-505K-C,0,1.5,-0.15,-0.1,-2.15,-2.28,-2.9,-3,-2.95,-3.36,-3.06,-4.65,,-4.65,-4.05,-3.81,-4.11,-4.15,-3.9,-3.7,-3.45,-4.55,-5.19,-4.35,-4.02,-4.4,-4.85,-3.95,-4.27,-4.27,-3.78,-4.75,-4.92,-3.95,-4.05,-4.75,-5.2,-5.12,-5.32,-5.72,-5.3,-4.77,-4.6,-4.75,-6.1,-6.7,-6.43,-5.65,-5.3,-6.6,-7.84,-8.55,-8.45,-8.17,-7.96,-7.7,-7.84,-7.4,-7.65,-8.1,-7.5,-7.7,-7.55,-6.65,-8.2,-8.95,-8.95,-9.55,-9.55,-9.14,-9.76,-9.76,-9.5,-9.5,-9.63,-10.45,-9.35,-9.35,-9.8,-9.4,-9.4,-10.5,-10.5,-10.1,-10.49, 
